Date,Activité: en amoureux,Activité: jeu de société,Activité: social,Activité: marche,Activité: Vélo,Activité: Sport,Taf: Recherche d'emploi,Ordi: Jeu vidéo,Ordi: Code,Photos: prises,Photos: traitées,Photos: postées,Mood : Heureux,Mood: Anxiété,Mood: Apathie,Mood: Dynamique,Mood : fatigué,Mood : triste,Repas: Resto,Repas: Alcool,Repas : Café,Repas: gras ++,Repas: sucre ++,Repas : quantité ++,Repas: grignotage,Sommeil : couché tard,Sommeil : levé tard,Sommeil : mal dormi,Durée sommeil,Poids,Santé : charge lourde,Santé : Mal de dos
02-11-24,2,1,-1,2,-1,1,2,-1,2,2,2,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,-1,2,2,-1,8700,-1,-1,-1
02-10-24,2,1,-1,2,-1,2,2,-1,-1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,2,-1,7750,78900,-1,-1
02-09-24,-1,1,-1,-1,-1,1,2,-1,-1,1,1,2,-1,2,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,2,2,-1,7200,-1,-1,-1
02-08-24,-1,2,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,1,-1,2,-1,-1,7500,-1,-1,-1
02-07-24,-1,-1,-1,-1,2,2,-1,-1,-1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,-1,2,2,2,8500,-1,-1,-1
02-06-24,2,-1,-1,-1,-1,1,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1
02-05-24,-1,-1,-1,-1,-1,1,-1,-1,-1,2,2,1,-1,2,2,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
02-04-24,-1,-1,-1,-1,-1,1,-1,-1,2,1,2,2,-1,2,2,-1,-1,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,79000,-1,-1
02-03-24,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
02-02-24,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02-01-24,-1,-1,2,-1,2,-1,-1,-1,-1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,78600,-1,-1
01-31-24,-1,-1,1,-1,2,-1,-1,2,1,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-30-24,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
01-29-24,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-28-24,-1,-1,-1,2,-1,-1,-1,-1,2,2,1,1,2,2,-1,-1,-1,-1,2,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
01-27-24,-1,-1,-1,-1,-1,-1,2,-1,2,2,1,1,2,-1,-1,2,-1,2,2,2,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1
01-26-24,-1,-1,-1,-1,2,-1,-1,-1,-1,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-25-24,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1
01-24-24,-1,1,-1,-1,-1,-1,-1,2,-1,2,2,2,-1,-1,2,-1,-1,2,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
01-23-24,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1
01-22-24,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-21-24,2,1,2,2,-1,0,-1,2,-1,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,77500,-1,-1
01-20-24,1,1,-1,-1,-1,-1,2,-1,-1,1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-19-24,1,1,1,-1,2,-1,-1,-1,1,-1,2,-1,-1,-1,1,-1,-1,2,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
01-18-24,2,2,2,2,2,-1,-1,-1,-1,2,0,1,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-17-24,-1,-1,-1,-1,2,-1,2,-1,-1,1,-1,1,-1,2,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,77400,-1,-1
01-16-24,-1,-1,-1,-1,2,-1,-1,2,2,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-15-24,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,2,2,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1
01-14-24,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,77600,-1,-1
01-13-24,-1,1,-1,-1,-1,-1,-1,-1,2,1,1,1,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1
01-12-24,-1,1,-1,-1,-1,-1,0,-1,-1,1,2,2,-1,2,0,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,77400,-1,-1
01-11-24,-1,1,-1,2,-1,-1,0,-1,-1,2,1,2,2,-1,2,-1,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
01-10-24,-1,1,-1,-1,-1,-1,2,-1,0,1,1,1,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
01-09-24,-1,1,-1,-1,-1,-1,2,-1,2,1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77300,-1,-1
01-08-24,-1,1,-1,2,-1,1,1,1,-1,2,-1,-1,-1,1,-1,-1,2,-1,-1,-1,-1,2,0,-1,0,-1,-1,-1,-1,-1,-1,-1
01-07-24,2,2,-1,-1,-1,-1,0,2,2,2,2,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,77250,-1,-1
01-06-24,-1,-1,-1,-1,-1,-1,0,-1,2,1,2,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-05-24,-1,-1,-1,-1,-1,-1,2,-1,2,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
01-04-24,-1,-1,-1,2,-1,-1,-1,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-03-24,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-02-24,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
01-01-24,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12-31-23,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
